feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
s__Gemmiger_SGB15299	Disease	Psoriasis	-5.37000089364342e-06	1.37273395227604e-05	56	6	0.697254980039852	0.92668181475803
s__Dysosmobacter_sp_NSJ_60	Disease	Psoriasis	6.89408303676057e-05	0.000175084414563113	56	25	0.695369972840223	0.92668181475803
s__Prevotella_copri_clade_C	BMI	BMI	0.00291001171166141	0.00755981925687079	56	32	0.701858218506067	0.92668181475803
s__Anaerococcus_SGB53821	BMI	BMI	1.78601003714285e-05	4.72329947069681e-05	56	6	0.706875037461504	0.92668181475803
s__Bacteroides_intestinalis	Disease	Psoriasis	-0.000529373778302228	0.00141239440919553	56	39	0.70932912305318	0.92668181475803
s__Streptococcus_parasanguinis	BMI	BMI	1.0124052955495e-05	2.55857835769156e-05	56	15	0.693952132054133	0.92668181475803
s__Sanguibacter_SGB15121	Disease	Psoriasis	-4.37944159828874e-06	1.13867881174898e-05	56	7	0.702096901620803	0.92668181475803
s__Agathobaculum_butyriciproducens	Gender	Male	-0.000118943520149889	0.000317037844755869	56	50	0.709058977440361	0.92668181475803
s__Eubacterium_siraeum	Gender	Male	-0.000563761363210174	0.00150376074550429	56	19	0.709258852232473	0.92668181475803
s__Oscillospiraceae_bacterium_N12	Disease	Psoriasis	-0.000152812602650374	0.000400231360452875	56	8	0.704157669590279	0.92668181475803
s__Firmicutes_bacterium_AF16_15	Disease	Psoriasis	-9.7296334934115e-06	2.49652885890444e-05	56	15	0.698330523660335	0.92668181475803
s__Blautia_caecimuris	Disease	Psoriasis	-3.57321425532984e-05	9.73169598914394e-05	56	12	0.714980195014469	0.930789316246547
s__Clostridiaceae_bacterium_Marseille_Q4149	Gender	Male	0.00041998005454057	0.0011449058450602	56	18	0.715238106168399	0.930789316246547
s__Eubacteriales_unclassified_SGB15145	Gender	Male	-2.75082327249786e-05	7.49713092970557e-05	56	12	0.715170018869078	0.930789316246547
s__GGB9766_SGB15383	Disease	Psoriasis	1.41382175552718e-05	3.8988057280318e-05	56	7	0.718351502428349	0.931683152809742
s__Ruminococcus_callidus	Gender	Male	-4.11107308435781e-05	0.000112994870543296	56	7	0.71746137314072	0.931683152809742
s__Clostridium_sp_AF32_12BH	BMI	BMI	-1.59855839449918e-05	4.41811245436556e-05	56	20	0.718953240581764	0.931683152809742
s__Clostridiales_bacterium_Choco116	Gender	Male	-1.88516177544624e-05	5.21490099432867e-05	56	7	0.719194012695239	0.931683152809742
s__GGB1339_SGB1796	Disease	Psoriasis	-0.000380791375000718	0.00106252946723438	56	6	0.721508376483784	0.933620373656655
s__Bilophila_wadsworthia	Gender	Male	-0.000352263208830367	0.000987452610669443	56	49	0.722730511308432	0.934141477201375
s__Phascolarctobacterium_succinatutens	BMI	BMI	0.000129519143986244	0.000364845074754848	56	6	0.724027190189957	0.934757640788845
s__Clostridium_butyricum	BMI	BMI	-2.99013416107596e-06	8.46440842866908e-06	56	11	0.725321904053133	0.935369876267615
s__Ruminococcus_SGB4421	BMI	BMI	-1.73857675275789e-05	4.94278852408654e-05	56	9	0.726454607682564	0.935772037014828
s__GGB1339_SGB1796	BMI	BMI	-0.000170532745222618	0.00049783333912096	56	6	0.733317937838807	0.938447800496548
s__Waltera_intestinalis	BMI	BMI	0.000662510687509836	0.00196129160453853	56	42	0.736879049010325	0.938447800496548
s__Alistipes_SGB2300	Disease	Psoriasis	6.06465141509225e-05	0.00017840225439274	56	8	0.735269153279936	0.938447800496548
s__Eubacterium_ramulus	Gender	Male	2.53348951876495e-05	7.37781789341447e-05	56	33	0.73268750671472	0.938447800496548
s__Alistipes_finegoldii	Gender	Male	-0.000612057159801346	0.00177386346841529	56	34	0.731454693817126	0.938447800496548
s__Clostridium_sp_AF34_10BH	Disease	Psoriasis	-0.00111374141361604	0.00332805438856488	56	52	0.739233442847281	0.938447800496548
s__Bacteroides_eggerthii	Gender	Male	0.00228789260214051	0.00666770464831804	56	41	0.732883685772861	0.938447800496548
s__Gemmiger_SGB15295	Gender	Male	-0.000152912392803269	0.000454571130011034	56	9	0.737931843126894	0.938447800496548
s__Lacrimispora_celerecrescens	Disease	Psoriasis	-9.51193967347006e-06	2.78412320449064e-05	56	12	0.733991624290979	0.938447800496548
s__Cloacibacillus_evryensis	BMI	BMI	1.0759951386672e-05	3.21070162282458e-05	56	7	0.73887695613877	0.938447800496548
s__Parabacteroides_gordonii	BMI	BMI	-4.34013803518841e-05	0.000128870387089369	56	14	0.73763582029695	0.938447800496548
s__Bacteroides_cellulosilyticus	BMI	BMI	-0.00171543726079764	0.00503051103438596	56	43	0.7344726692781	0.938447800496548
s__Collinsella_SGB4121	BMI	BMI	6.6013521558212e-06	1.94213043643883e-05	56	23	0.735299038825732	0.938447800496548
s__Roseburia_inulinivorans	Gender	Male	-0.000808318996057441	0.002432576838998	56	49	0.741006691871286	0.939022791147459
s__Clostridium_scindens	BMI	BMI	7.73905259358294e-06	2.33206910057781e-05	56	10	0.741333782484836	0.939022791147459
s__Veillonella_rogosae	BMI	BMI	-2.47511548681811e-06	7.57890627489122e-06	56	12	0.745296810937005	0.939865447420559
s__Eubacterium_sp_AF34_35BH	BMI	BMI	3.44211292754861e-05	0.00010440838120195	56	19	0.742967783279184	0.939865447420559
s__Alistipes_sp_D31t1_170403_E11	BMI	BMI	0.000140830721431578	0.000428744364514459	56	7	0.743873575058005	0.939865447420559
s__Parabacteroides_acidifaciens	Disease	Psoriasis	-0.000131154415544226	0.000400901685031416	56	11	0.744868859638328	0.939865447420559
s__GGB4386_SGB6036	BMI	BMI	-0.000241944758576727	0.000753740452986737	56	6	0.74950291237977	0.941942440354373
s__Blautia_obeum	Gender	Male	4.22905632720405e-05	0.000134831499912809	56	38	0.75503792108708	0.941942440354373
s__Roseburia_sp_AM16_25	Disease	Psoriasis	-1.7508589196491e-05	5.58905639043715e-05	56	12	0.755332003580697	0.941942440354373
s__Bacteroides_fluxus	Gender	Male	-3.32553083719219e-07	1.07710113931037e-06	56	6	0.758746648414149	0.941942440354373
s__Prevotella_stercorea	Gender	Male	-0.0064289496400251	0.0207503333476317	56	45	0.757933101000006	0.941942440354373
s__Prevotella_stercorea	Disease	Psoriasis	-0.0063294123662709	0.0204881718421386	56	45	0.758609110753286	0.941942440354373
s__Veillonella_atypica	BMI	BMI	-1.16987441115438e-05	3.74665486621657e-05	56	15	0.756102990028178	0.941942440354373
s__Faecalimonas_umbilicata	BMI	BMI	1.03392364535048e-05	3.217882517377e-05	56	15	0.749266743303252	0.941942440354373
s__GGB1385_SGB1890	Disease	Psoriasis	-0.000907881796572652	0.00291513677639043	56	10	0.756713539640951	0.941942440354373
s__Haemophilus_sputorum	Disease	Psoriasis	-1.24868826899306e-06	4.01587983190356e-06	56	6	0.757091060319133	0.941942440354373
s__Holdemania_filiformis	Disease	Psoriasis	-2.81820419946514e-05	9.0535091315477e-05	56	31	0.756829964752799	0.941942440354373
s__Oxalobacter_formigenes	Disease	Psoriasis	1.58936131612448e-05	5.16081975682883e-05	56	15	0.759337809373393	0.941942440354373
s__Holdemania_massiliensis	Disease	Psoriasis	-2.11972906501823e-05	6.87666724940584e-05	56	20	0.759123965512756	0.941942440354373
s__Lachnospiraceae_bacterium_Marseille_Q4251	BMI	BMI	-2.16156712604205e-05	6.96288002319072e-05	56	19	0.757466121331503	0.941942440354373
s__Clostridia_bacterium_UC5_1_1D1	Disease	Psoriasis	9.0470863651738e-06	2.85538726912022e-05	56	19	0.752631524916988	0.941942440354373
s__GGB59744_SGB2275	Disease	Psoriasis	-1.98467020876474e-05	6.62680690497317e-05	56	12	0.765759140010382	0.946743468338777
s__Phocaeicola_dorei	Gender	Male	0.0102402263616785	0.0341904621739359	56	56	0.765748388829468	0.946743468338777
s__Prevotella_copri_clade_G	Disease	Psoriasis	-0.000336726591493973	0.00113230722419741	56	9	0.767360495390377	0.946743468338777
s__Ruthenibacterium_lactatiformans	Gender	Male	-9.14068961303815e-05	0.000306356564806742	56	41	0.766611584645987	0.946743468338777
s__Oscillospiraceae_bacterium_N12	Gender	Male	-0.000121823144428011	0.000405352620505278	56	8	0.764966488619373	0.946743468338777
s__Blautia_SGB4815	BMI	BMI	-8.7967499416543e-07	3.00155238181897e-06	56	10	0.770632494164599	0.947268421288907
s__Clostridium_sp_AF27_2AA	Disease	Psoriasis	0.000159623515577666	0.000541599749502577	56	24	0.769376674358356	0.947268421288907
s__Ruminococcus_gnavus	BMI	BMI	7.82835735221386e-05	0.000267532680632142	56	42	0.770982321061727	0.947268421288907
s__Paraprevotella_clara	BMI	BMI	-0.00010114654300997	0.000345864564093912	56	9	0.771109732417637	0.947268421288907
s__GGB3175_SGB4191	Disease	Psoriasis	-0.000489486168092837	0.00168654122761083	56	7	0.772793980622584	0.948315541345259
s__GGB3619_SGB4894	Disease	Psoriasis	-2.19855434976464e-05	7.96372090222284e-05	56	13	0.78358759447075	0.949070351596676
s__GGB4578_SGB6328	BMI	BMI	-5.17269293466021e-05	0.000183129697494298	56	8	0.778711608203693	0.949070351596676
s__GGB9501_SGB14898	BMI	BMI	1.12636937230702e-06	4.21455373725448e-06	56	6	0.79032835959038	0.949070351596676
s__Alistipes_SGB2300	BMI	BMI	2.18179061390564e-05	8.35878841480196e-05	56	8	0.795109946023613	0.949070351596676
s__Clostridium_SGB4751	BMI	BMI	-1.2797918339315e-05	4.58742106068561e-05	56	14	0.781367860124317	0.949070351596676
s__Dialister_hominis	Disease	Psoriasis	-0.000577700774070694	0.00212148210475431	56	20	0.786462062642151	0.949070351596676
s__Anaerostipes_hadrus	Disease	Psoriasis	-9.19444787603483e-05	0.000337797335747918	56	48	0.786555122032505	0.949070351596676
s__GGB4684_SGB6478	BMI	BMI	-7.41894039419321e-05	0.000261216166316507	56	9	0.777526476772094	0.949070351596676
s__Ruminococcus_callidus	BMI	BMI	1.39243926562653e-05	5.22732922087988e-05	56	7	0.791002467976465	0.949070351596676
s__Clostridium_sp_AF34_10BH	Gender	Male	-0.000881527381944223	0.00337063933736324	56	52	0.794716020107567	0.949070351596676
s__Megasphaera_sp_NM10	BMI	BMI	2.5650592080087e-05	8.95886307089512e-05	56	9	0.775774303766592	0.949070351596676
s__Lacrimispora_amygdalina	Gender	Male	-0.000218271210836541	0.000840595196325879	56	45	0.79614929362024	0.949070351596676
s__GGB6574_SGB9290	Gender	Male	-0.000849252314634601	0.0029803952166898	56	13	0.776817172607533	0.949070351596676
s__Streptococcus_SGB15012	Disease	Psoriasis	-2.28569555863061e-05	8.38886406213836e-05	56	7	0.786341379644985	0.949070351596676
s__Coprobacter_secundus	Gender	Male	4.183960783285e-05	0.000150586014247926	56	9	0.782232900971092	0.949070351596676
s__Evtepia_gabavorous	Gender	Male	-1.06390857382085e-05	3.87467675396015e-05	56	16	0.784726923379637	0.949070351596676
s__Dysosmobacter_welbionis	Gender	Male	0.000112845277967084	0.000437319485000645	56	44	0.797395703361143	0.949070351596676
s__Flavonifractor_plautii	Gender	Male	0.000170761067129766	0.000662288717331888	56	51	0.797552102482119	0.949070351596676
s__Eggerthella_lenta	Disease	Psoriasis	-1.72709559457228e-05	6.09127770497451e-05	56	26	0.777891939744911	0.949070351596676
s__Faecalicatena_fissicatena	Gender	Male	6.12431155340293e-05	0.000230927017945332	56	23	0.791899685323026	0.949070351596676
s__Phocaeicola_massiliensis	BMI	BMI	0.00141768996516351	0.00537926285959597	56	47	0.793170382337852	0.949070351596676
s__Phocaeicola_massiliensis	Disease	Psoriasis	-0.00297561331406953	0.0114810014741328	56	47	0.796521846100506	0.949070351596676
s__Butyricimonas_virosa	Gender	Male	-0.000210597367967834	0.0007703276902992	56	36	0.785638877781247	0.949070351596676
s__GGB9534_SGB14937	Gender	Male	-3.01653738539286e-05	0.000113316945108687	56	17	0.791135158967923	0.949070351596676
s__Fusobacterium_varium	BMI	BMI	-0.000250927480216486	0.000914407259606078	56	12	0.784852633052044	0.949070351596676
s__Adlercreutzia_equolifaciens	BMI	BMI	-7.39183440215491e-06	2.64124854001372e-05	56	20	0.780694132511132	0.949070351596676
s__Eubacteriaceae_bacterium	BMI	BMI	-4.29874484734493e-06	1.66579325514143e-05	56	15	0.797379281552388	0.949070351596676
s__Acidaminococcus_massiliensis	BMI	BMI	-4.72359784124105e-06	1.74647716828872e-05	56	6	0.787873670855467	0.949070351596676
s__Christensenellaceae_bacterium_NSJ_63	Disease	Psoriasis	2.66397687418279e-06	9.79630012131289e-06	56	8	0.786747246644422	0.949070351596676
s__GGB3109_SGB4119	Gender	Male	-2.62061777231011e-06	1.06975130543643e-05	56	10	0.807440370981148	0.950911180700938
s__GGB79741_SGB1950	BMI	BMI	-2.43681033878305e-05	9.69851871078742e-05	56	7	0.802606510237822	0.950911180700938
s__GGB6569_SGB9281	Disease	Psoriasis	-0.000465201185632974	0.00185318558999351	56	16	0.802781897301337	0.950911180700938
s__GGB9063_SGB13982	BMI	BMI	5.5805196098023e-06	2.27139199265645e-05	56	9	0.806891513281487	0.950911180700938
s__Eubacterium_sp_AF34_35BH	Gender	Male	5.57430995310256e-05	0.000225690998577733	56	19	0.805889598239503	0.950911180700938
s__Eisenbergiella_massiliensis	Gender	Male	-2.4662533325527e-05	9.69324283933159e-05	56	6	0.800166733300427	0.950911180700938
s__GGB1385_SGB1890	Gender	Male	-0.000729660460323981	0.0029524381350429	56	10	0.80577437316141	0.950911180700938
s__Clostridium_leptum	Disease	Psoriasis	-6.89471571913756e-06	2.78523967747779e-05	56	16	0.805461477381043	0.950911180700938
s__Mediterraneibacter_butyricigenes	Disease	Psoriasis	-3.30651819200636e-06	1.31525232175562e-05	56	14	0.802497260541262	0.950911180700938
s__TM7_phylum_sp_oral_taxon_352	BMI	BMI	4.9312112376794e-07	1.98248611333429e-06	56	8	0.804542672651827	0.950911180700938
s__GGB9616_SGB15052	BMI	BMI	-1.16395918159311e-05	4.77864266418514e-05	56	12	0.808518170903816	0.951197848122136
s__Bacteroides_fragilis	Disease	Psoriasis	0.0029002906148775	0.0121748341934055	56	54	0.812646609625026	0.953104048325648
s__Bacteroides_salyersiae	Disease	Psoriasis	0.000114152224746954	0.000477260390611114	56	22	0.811904468106289	0.953104048325648
s__Lachnospiraceae_bacterium	Gender	Male	2.67345525992021e-06	1.12187261237603e-05	56	14	0.812582740579045	0.953104048325648
s__Dielma_fastidiosa	Gender	Male	-6.39184838452815e-06	2.70370858283661e-05	56	11	0.814043002903139	0.953760558386
s__Desulfovibrio_piger	Gender	Male	0.000121587592358366	0.000517336382422826	56	14	0.815111488285773	0.954031926741049
s__Anaerotignum_faecicola	Disease	Psoriasis	-5.50570510615542e-05	0.000237399244000131	56	32	0.817512326571372	0.954573952196518
s__Ruminococcus_lactaris	Disease	Psoriasis	-2.80058292328929e-05	0.000121145954322406	56	17	0.818086623943858	0.954573952196518
s__Allisonella_histaminiformans	Disease	Psoriasis	1.76462005701374e-06	7.61038364065747e-06	56	11	0.817549023110211	0.954573952196518
s__Blautia_faecis	Gender	Male	-2.86851566095809e-05	0.000125764968244373	56	43	0.820474354318671	0.955404253241354
s__GGB1385_SGB1890	BMI	BMI	0.000312665180965222	0.00136584661427054	56	10	0.819831553550086	0.955404253241354
s__Blautia_wexlerae	Gender	Male	-8.54689806050647e-05	0.00037835429512166	56	49	0.822167323788695	0.955423801344661
s__Anaerostipes_hadrus	BMI	BMI	-3.59010891132778e-05	0.000158270222885456	56	48	0.821442110805445	0.955423801344661
s__Blautia_faecicola	Disease	Psoriasis	-4.63785382410717e-06	2.06474842680609e-05	56	7	0.823154622636213	0.955597016094993
s__Clostridiaceae_bacterium_Marseille_Q4145	BMI	BMI	3.10212392393168e-06	1.40198677657184e-05	56	10	0.825751693662517	0.957636755620823
s__Streptococcus_australis	BMI	BMI	6.84084843997983e-07	3.12280768707945e-06	56	7	0.827460235042468	0.957669713653212
s__Intestinibacter_bartlettii	Gender	Male	-1.57216178231914e-06	7.14670322465632e-06	56	9	0.826744805775377	0.957669713653212
s__Roseburia_sp_AM23_20	Gender	Male	-0.00010327168274449	0.000480169380965967	56	8	0.830551360026618	0.957771091851099
s__Catenibacterium_SGB4425	Gender	Male	-1.95589104221936e-05	9.11356912253886e-05	56	10	0.830908429684857	0.957771091851099
s__Acidaminococcus_intestini	BMI	BMI	-2.31424516631019e-05	0.000106548710429378	56	6	0.828901937730841	0.957771091851099
s__Succinatimonas_hippei	Gender	Male	2.30512324051135e-05	0.0001072932328665	56	6	0.830729855622813	0.957771091851099
s__GGB3175_SGB4191	Gender	Male	-0.000355452646178228	0.0017081217859307	56	7	0.835967228049338	0.957865721541361
s__GGB79734_SGB15291	Gender	Male	-0.000146932429440201	0.000699367572583584	56	18	0.834415898183349	0.957865721541361
s__Veillonella_dispar	Gender	Male	2.13366241433181e-06	1.02159945998958e-05	56	10	0.835377366830271	0.957865721541361
s__Streptococcus_salivarius	Disease	Psoriasis	7.49998659602825e-06	3.56915206570978e-05	56	31	0.834384620732049	0.957865721541361
s__GGB3363_SGB4447	Disease	Psoriasis	1.5564465716305e-05	7.48710252191805e-05	56	17	0.836131830200419	0.957865721541361
s__GGB33586_SGB53517	BMI	BMI	3.05117612989488e-06	1.43619711791061e-05	56	9	0.832587930189497	0.957865721541361
s__Candidatus_Cibionibacter_quicibialis	Gender	Male	-0.00033110354967679	0.00160006965129515	56	34	0.836872156715084	0.957865721541361
s__Fusicatenibacter_saccharivorans	BMI	BMI	-5.00812455767853e-05	0.000243301298618513	56	45	0.837719314543777	0.957873639498401
s__GGB9559_SGB14969	BMI	BMI	1.53878235391223e-06	7.68277424570272e-06	56	6	0.842035113400275	0.959022685599107
s__GGB51647_SGB4348	Gender	Male	-0.00118069061412736	0.00584052042440535	56	30	0.840584350486965	0.959022685599107
s__GGB55957_SGB77276	Disease	Psoriasis	-5.61820729523266e-06	2.8060115335554e-05	56	17	0.842089217793601	0.959022685599107
s__Lachnospira_sp_NSJ_43	Gender	Male	0.000478858624967735	0.00236666543585481	56	26	0.840444600776855	0.959022685599107
s__GGB51441_SGB71759	BMI	BMI	-1.32955770507107e-06	7.52152837585963e-06	56	12	0.860378134765553	0.959521739334515
s__Blautia_stercoris	Disease	Psoriasis	-6.69012032972047e-06	3.42807158931778e-05	56	14	0.846030617329577	0.959521739334515
s__GGB9616_SGB15051	Gender	Male	2.66374179390236e-05	0.00014613788559742	56	7	0.856074940513618	0.959521739334515
s__GGB9616_SGB15051	BMI	BMI	1.22396780931208e-05	6.76057980320698e-05	56	7	0.857036226399164	0.959521739334515
s__Alistipes_ihumii	BMI	BMI	-4.05650514466272e-05	0.000220032636203591	56	13	0.854448739959031	0.959521739334515
s__Roseburia_sp_AM23_20	BMI	BMI	-4.25116403862171e-05	0.000222134281319739	56	8	0.848974679715499	0.959521739334515
s__Clostridium_sp_AM42_4	Disease	Psoriasis	-6.93809917216738e-05	0.00039683098069043	56	27	0.861886193928546	0.959521739334515
s__Bacteroides_faecis	BMI	BMI	0.000466607940970339	0.00263793604666934	56	12	0.86028688571314	0.959521739334515
s__Clostridium_sp_AF12_28	BMI	BMI	-1.31198826244685e-05	7.42417003746259e-05	56	15	0.860415999885031	0.959521739334515
s__Eubacterium_ventriosum	BMI	BMI	-9.58519468635467e-06	5.2644522236965e-05	56	28	0.856232650855663	0.959521739334515
s__Enterocloster_SGB14313	Disease	Psoriasis	-0.000109178408258192	0.000609875696073363	56	6	0.858619674213855	0.959521739334515
s__Streptococcus_SGB15012	BMI	BMI	-7.53791914443756e-06	3.93048507008129e-05	56	7	0.848660780749689	0.959521739334515
s__Prevotella_copri_clade_A	BMI	BMI	0.00598730240627415	0.0318813982466048	56	56	0.851764948853262	0.959521739334515
s__Phocaeicola_coprophilus	Gender	Male	-0.00145360132852568	0.00736515007445677	56	21	0.844313649232641	0.959521739334515
s__Butyricimonas_virosa	BMI	BMI	-6.79738282087487e-05	0.000356366304575834	56	36	0.849470909813379	0.959521739334515
s__Anaerotruncus_rubiinfantis	Disease	Psoriasis	2.36678505782542e-06	1.27530230715408e-05	56	12	0.853491306377643	0.959521739334515
s__Butyricicoccus_sp_AM29_23AC	Gender	Male	-6.04560224535119e-05	0.000343153550048642	56	12	0.860838632275329	0.959521739334515
s__GGB1354_SGB1818	BMI	BMI	0.000443058260849474	0.00232746419436245	56	7	0.849767528469638	0.959521739334515
s__Clostridium_leptum	Gender	Male	-5.13434586396215e-06	2.82087890544957e-05	56	16	0.856280783580944	0.959521739334515
s__Pseudoflavonifractor_gallinarum	Disease	Psoriasis	-4.90983151488184e-06	2.7573943008675e-05	56	24	0.859367287846153	0.959521739334515
s__Desulfovibrio_legallii	Disease	Psoriasis	-3.40203733003589e-05	0.000176037463537696	56	8	0.847511022633485	0.959521739334515
s__Mediterraneibacter_glycyrrhizinilyticus	BMI	BMI	-3.47368224580369e-06	1.76558911594937e-05	56	16	0.844795197265497	0.959521739334515
s__Clostridiaceae_unclassified_SGB4771	BMI	BMI	4.01561486946043e-06	2.28382071983357e-05	56	11	0.861111374633554	0.959521739334515
s__GGB33469_SGB15236	Disease	Psoriasis	4.24173380184643e-05	0.000245025944034768	56	11	0.863234185355591	0.960084850054023
s__GGB9766_SGB15383	BMI	BMI	-3.1120993283951e-06	1.82673096043354e-05	56	7	0.865384694365969	0.961538549295521
s__GGB4651_SGB6438	Disease	Psoriasis	-7.78346771168862e-05	0.000534534465738432	56	8	0.884790613385937	0.963382329761192
s__GGB58714_SGB5072	Gender	Male	3.49174560663672e-05	0.000224821068332242	56	6	0.877176517205665	0.963382329761192
s__GGB58714_SGB5072	Disease	Psoriasis	3.41080801959279e-05	0.000221980659517928	56	6	0.878477796467225	0.963382329761192
s__GGB9635_SGB15106	BMI	BMI	0.000114333253772678	0.000711064710166223	56	9	0.872880567459466	0.963382329761192
s__Roseburia_hominis	Gender	Male	5.18907680884578e-05	0.000354528793303382	56	36	0.884198853604071	0.963382329761192
s__Tyzzerella_nexilis	Gender	Male	-4.44572125490602e-05	0.000274755410744118	56	16	0.872085310155333	0.963382329761192
s__Clostridium_sp_AF36_4	BMI	BMI	2.41153375182929e-05	0.000148377083413303	56	15	0.871520517248014	0.963382329761192
s__Alistipes_finegoldii	Disease	Psoriasis	-0.000277776675581519	0.00175145232399518	56	34	0.874600022118596	0.963382329761192
s__Streptococcus_SGB14888	BMI	BMI	-3.15313623433073e-07	2.16406349390539e-06	56	8	0.884718078345625	0.963382329761192
s__Ruminococcus_bicirculans	BMI	BMI	-6.19413956317918e-05	0.000387918014175037	56	25	0.873754527924032	0.963382329761192
s__Anaerococcus_SGB53821	Gender	Male	-1.51020033872364e-05	0.000102099674552116	56	6	0.882982461423297	0.963382329761192
s__GGB3363_SGB4447	Gender	Male	-1.18265047422786e-05	7.58290560693957e-05	56	17	0.876666318464463	0.963382329761192
s__Butyricimonas_paravirosa	BMI	BMI	2.72948796468278e-05	0.0001869208547069	56	11	0.884467267321301	0.963382329761192
s__Clostridium_sp_1001270H_150608_G6	Disease	Psoriasis	-0.000218135374372868	0.00145596694437167	56	23	0.88148492955583	0.963382329761192
s__Allisonella_histaminiformans	BMI	BMI	-5.42675241388689e-07	3.5657389433928e-06	56	11	0.879624852318362	0.963382329761192
s__Haemophilus_sputorum	Gender	Male	-6.13687478461284e-07	4.06726602246871e-06	56	6	0.880650617225456	0.963382329761192
s__Parabacteroides_acidifaciens	Gender	Male	-6.65644086731502e-05	0.000406031522388912	56	11	0.870414703791395	0.963382329761192
s__Enterobacter_kobei	Disease	Psoriasis	-0.00011638854880099	0.000740893823085062	56	10	0.875780657837449	0.963382329761192
s__Eubacteriaceae_bacterium	Gender	Male	-5.74531199162355e-06	3.60080808503044e-05	56	15	0.873848843085412	0.963382329761192
s__Nitrosopumilus_SGB14899	Gender	Male	5.70693403689192e-06	3.45345511485057e-05	56	6	0.869385721776835	0.963382329761192
s__Clostridia_bacterium_UC5_1_1D1	Gender	Male	-4.43668134186313e-06	2.89192408807149e-05	56	19	0.878663852993082	0.963382329761192
s__GGB9699_SGB15216	Disease	Psoriasis	-2.80315256407992e-05	0.000195590455483113	56	24	0.886593411152205	0.963504755684951
s__Lacrimispora_celerecrescens	BMI	BMI	1.88354819663183e-06	1.3044620353197e-05	56	12	0.885748542232081	0.963504755684951
s__Clostridium_sp_AM33_3	Disease	Psoriasis	-2.12420075866853e-05	0.000153218430374682	56	25	0.890271157243587	0.963826324081376
s__Clostridium_butyricum	Gender	Male	-2.59077757630556e-06	1.82968145722043e-05	56	11	0.887945344744554	0.963826324081376
s__Veillonella_rogosae	Disease	Psoriasis	2.25736747827189e-06	1.61757170797331e-05	56	12	0.889552405316581	0.963826324081376
s__Phocaeicola_coprophilus	BMI	BMI	-0.000479668574212362	0.00340723999375012	56	21	0.888588302116755	0.963826324081376
s__Allisonella_histaminiformans	Gender	Male	1.0216870577619e-06	7.70776419993762e-06	56	11	0.895058528869441	0.968089869934689
s__Phocaeicola_coprocola	Disease	Psoriasis	0.00337775913383532	0.0263476401212692	56	53	0.898485480274293	0.969955916205203
s__Coprobacter_fastidiosus	BMI	BMI	-5.33925477979575e-05	0.00041527241577592	56	9	0.898192041549117	0.969955916205203
s__GGB9561_SGB14972	Disease	Psoriasis	-2.10525874749642e-06	1.67789053869872e-05	56	9	0.900634866998226	0.970017795342261
s__Dorea_longicatena	Disease	Psoriasis	2.01716341642672e-05	0.000162929648350207	56	41	0.901946371107717	0.970017795342261
s__Clostridiaceae_bacterium	Gender	Male	-3.81192977364161e-05	0.000305528814310101	56	44	0.901190688095925	0.970017795342261
s__TM7_phylum_sp_oral_taxon_352	Gender	Male	5.42720061575112e-07	4.28537695378567e-06	56	8	0.899710094483249	0.970017795342261
s__Eggerthella_lenta	Gender	Male	-7.45649084269167e-06	6.16922016591331e-05	56	26	0.904262986638373	0.971592652938497
s__Streptococcus_parasanguinis	Disease	Psoriasis	-6.46881157475502e-06	5.46079317242129e-05	56	15	0.906160251691692	0.972714394471308
s__GGB9524_SGB14924	BMI	BMI	-1.60228131057408e-06	1.45858211058321e-05	56	10	0.912949625761444	0.973754444987811
s__GGB3619_SGB4894	BMI	BMI	-4.19604734833169e-06	3.73129018143874e-05	56	13	0.910895120208174	0.973754444987811
s__Blautia_sp_Marseille_P3087	BMI	BMI	1.99143564472413e-07	1.79623992091978e-06	56	7	0.912148699799345	0.973754444987811
s__Alistipes_indistinctus	BMI	BMI	4.75618190200728e-05	0.000418594151735292	56	22	0.909974404141967	0.973754444987811
s__Clostridium_sp_AM49_4BH	BMI	BMI	-5.58438908056674e-05	0.000488698172441759	56	13	0.909463273878464	0.973754444987811
s__Enterocloster_SGB14313	Gender	Male	-6.79088007570273e-05	0.000617679512435224	56	6	0.912878735817413	0.973754444987811
s__Citrobacter_sp_RHBSTW_00671	Disease	Psoriasis	-5.33007627930729e-05	0.000486095178313023	56	8	0.913108334817518	0.973754444987811
s__Anaerotignum_faecicola	Gender	Male	-2.53918099721462e-05	0.000240436945152267	56	32	0.916300555248491	0.976245451386243
s__Lachnospiraceae_bacterium_AM48_27BH	Gender	Male	0.000106176136568578	0.00101654290541575	56	30	0.917215457962352	0.976307770380094
s__Blautia_obeum	BMI	BMI	6.41072788991814e-06	6.23752773909531e-05	56	38	0.918535496975833	0.976652232200723
s__Phocaeicola_faecicola	BMI	BMI	2.0859685234833e-05	0.000206505284337564	56	6	0.919928747978261	0.976652232200723
s__Collinsella_tanakaei	Disease	Psoriasis	3.44974239900064e-06	3.42289340755723e-05	56	10	0.920109208231207	0.976652232200723
s__Blautia_SGB4815	Disease	Psoriasis	6.1503265157215e-07	6.40623598805483e-06	56	10	0.923885402049404	0.978942843828963
s__Parabacteroides_distasonis	BMI	BMI	0.000276042264329655	0.00292410745935715	56	56	0.925152472412422	0.978942843828963
