feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
s__Intestinimonas_gabonensis	BMI	BMI	-2.10171549026477e-06	2.05314242408449e-06	56	8	0.310735599128113	0.821899264515196
s__GGB1109_SGB1423	Disease	Psoriasis	-0.00256207508227534	0.00251376380489066	56	12	0.312817833862851	0.822455978774487
s__Clostridium_sp_AT4	Gender	Male	-0.000948012918297244	0.00093182405677727	56	28	0.313686203974504	0.822455978774487
s__Clostridium_SGB6179	Gender	Male	0.000118429959999246	0.000116426261092918	56	13	0.313763114261921	0.822455978774487
s__Sellimonas_intestinalis	Disease	Psoriasis	-1.14899464423588e-05	1.13422747716658e-05	56	8	0.315741351453967	0.822455978774487
s__Bacteroides_fragilis	BMI	BMI	-0.00576847373532872	0.00570434848788067	56	54	0.316583310519269	0.822455978774487
s__Ruminococcus_sp_AF13_28	BMI	BMI	-0.00018635498441764	0.000184144780685093	56	42	0.316222751311727	0.822455978774487
s__Holdemania_massiliensis	BMI	BMI	-3.24748110924036e-05	3.2219663777478e-05	56	20	0.318160602315394	0.822455978774487
s__Parasutterella_excrementihominis	Gender	Male	0.000847926728513534	0.000839851421566023	56	31	0.317354712754207	0.822455978774487
s__Lachnospiraceae_bacterium_OM04_12BH	Gender	Male	-9.90981032894928e-05	9.76002048613088e-05	56	10	0.314641442649591	0.822455978774487
s__Firmicutes_bacterium_AF16_15	Gender	Male	2.54975252864878e-05	2.52847381569222e-05	56	15	0.31792449347992	0.822455978774487
s__Anaeromassilibacillus_sp_An250	BMI	BMI	-6.76146623997607e-06	6.74109837397662e-06	56	10	0.320495280581058	0.82661678701902
s__Bacteroides_caccae	BMI	BMI	-0.00161029282220469	0.00162164736316535	56	46	0.325309265004313	0.831507986782326
s__Enterocloster_lavalensis	Gender	Male	-0.000119778220529039	0.000120150215773024	56	18	0.32342767713903	0.831507986782326
s__Enterocloster_asparagiformis	Disease	Psoriasis	-0.000178095071768966	0.000178925611499507	56	21	0.324171451804802	0.831507986782326
s__Ruminococcaceae_bacterium_AM28_23LB	Disease	Psoriasis	5.96980638668831e-05	6.00758532851818e-05	56	10	0.324965082530496	0.831507986782326
s__Ruminococcus_sp_BSD2780120874_150323_B10	Disease	Psoriasis	-0.00097046722894432	0.000979084740683593	56	17	0.326178744983709	0.83186525566315
s__GGB2653_SGB3574	BMI	BMI	-6.20344454060306e-06	6.32670188064516e-06	56	7	0.331370583795935	0.832254320782039
s__GGB4386_SGB6036	Gender	Male	-0.00160302537766133	0.00162929865921369	56	6	0.32973304492297	0.832254320782039
s__GGB80011_SGB15267	BMI	BMI	5.99929818195583e-05	6.12626013848776e-05	56	8	0.331977942304542	0.832254320782039
s__GGB59744_SGB2275	Gender	Male	6.6171073657992e-05	6.71160186316692e-05	56	12	0.328737414886639	0.832254320782039
s__Phocea_massiliensis	Disease	Psoriasis	-4.77123811064369e-05	4.87076806066499e-05	56	31	0.331836037410876	0.832254320782039
s__Ruminococcus_bovis	Gender	Male	-7.32236845592488e-05	7.4577427818344e-05	56	6	0.330721131494861	0.832254320782039
s__Anaerotruncus_rubiinfantis	Gender	Male	1.26980154024781e-05	1.29162075544602e-05	56	12	0.330106943408543	0.832254320782039
s__Butyricimonas_faecihominis	Gender	Male	-0.000284817339615624	0.00029104982399878	56	8	0.332315444444651	0.832254320782039
s__Clostridiaceae_bacterium_Marseille_Q4143	BMI	BMI	-3.1374643189122e-05	3.21004536797447e-05	56	18	0.332901728312815	0.832254320782039
s__Anaeromassilibacillus_sp_An250	Gender	Male	1.41745930959186e-05	1.45716771586638e-05	56	10	0.335181162307055	0.835269457964215
s__Erysipelatoclostridium_ramosum	BMI	BMI	-6.45810372269925e-05	6.64445559857224e-05	56	19	0.335573168199658	0.835269457964215
s__Catenibacterium_SGB4425	Disease	Psoriasis	-8.73090607596177e-05	8.99842750232708e-05	56	10	0.336403466664277	0.835511877989708
s__Bifidobacterium_adolescentis	Disease	Psoriasis	-0.000324049264214747	0.000335499119084855	56	12	0.338578877904952	0.839086784373142
s__Eisenbergiella_massiliensis	BMI	BMI	-4.29803342862897e-05	4.48425413432442e-05	56	6	0.342260023097047	0.844537719330375
s__Clostridiaceae_bacterium_Marseille_Q3526	Gender	Male	-0.000472396984664142	0.000492382074625463	56	21	0.341791400118422	0.844537719330375
s__Parabacteroides_faecis	BMI	BMI	-3.77538475962517e-05	3.94531693083331e-05	56	9	0.343031502694428	0.844613203178504
s__GGB9614_SGB15049	BMI	BMI	-9.49264536889696e-05	9.99151680830955e-05	56	31	0.346471410381404	0.851244413437069
s__GGB2982_SGB3964	Gender	Male	1.56885210425066e-05	1.65451359505068e-05	56	12	0.347400702915547	0.851692045857469
s__Eubacterium_rectale	Gender	Male	0.00185780900760259	0.00196303474165372	56	48	0.348323672426638	0.852122288769029
s__GGB3345_SGB9340	BMI	BMI	-0.000977033945189721	0.0010546622470593	56	9	0.358520458419372	0.855953132499545
s__Roseburia_intestinalis	Gender	Male	0.00113340063622795	0.00121458950686276	56	32	0.355052655541572	0.855953132499545
s__Rothia_mucilaginosa	BMI	BMI	3.03418842181719e-06	3.26985170167371e-06	56	14	0.357731977329749	0.855953132499545
s__Megasphaera_sp_NM10	Gender	Male	0.000179259656814093	0.000193656364490567	56	9	0.358899646784897	0.855953132499545
s__Faecalimonas_umbilicata	Disease	Psoriasis	-6.41452762079698e-05	6.86795103527742e-05	56	15	0.354631197729549	0.855953132499545
s__Bacteroides_salyersiae	BMI	BMI	0.000207513824416733	0.000223613689045759	56	22	0.357694474615888	0.855953132499545
s__Gemmiger_SGB15295	Disease	Psoriasis	-0.000417973312347009	0.000448828039054328	56	9	0.356025301226747	0.855953132499545
s__Paraprevotella_clara	Disease	Psoriasis	0.000689524940277653	0.000738181359389964	56	9	0.354576896205588	0.855953132499545
s__Parabacteroides_acidifaciens	BMI	BMI	-0.000175591149891749	0.000187836884221098	56	11	0.354208928448952	0.855953132499545
s__Klebsiella_quasipneumoniae	Disease	Psoriasis	-0.000197064662206022	0.000210341736171531	56	12	0.353152056675556	0.855953132499545
s__Desulfovibrio_legallii	BMI	BMI	-7.66680530488495e-05	8.24798944272702e-05	56	8	0.356906408131947	0.855953132499545
s__Phascolarctobacterium_succinatutens	Disease	Psoriasis	0.000721229928381111	0.000778691607088544	56	6	0.358617059248253	0.855953132499545
s__Romboutsia_timonensis	BMI	BMI	8.39909111379431e-05	9.08981695075735e-05	56	26	0.359748639353086	0.856186740840331
s__GGB3619_SGB4894	Gender	Male	7.43918993592802e-05	8.06562267643387e-05	56	13	0.360614722474585	0.856459965877139
s__GGB3818_SGB5183	Gender	Male	-1.13722511314538e-05	1.24074069105164e-05	56	10	0.363599665415391	0.857857741603283
s__Blautia_faecis	BMI	BMI	-5.32615804100283e-05	5.81809501887911e-05	56	43	0.364182841514077	0.857857741603283
s__Parabacteroides_faecis	Disease	Psoriasis	7.70804702920239e-05	8.42051981490647e-05	56	9	0.364213286785955	0.857857741603283
s__Parabacteroides_bouchesdurhonensis	Gender	Male	4.06479785913842e-05	4.43745313802983e-05	56	8	0.363884861589824	0.857857741603283
s__GGB6569_SGB9281	Gender	Male	0.00171243198103871	0.0018768984877559	56	16	0.365782925887051	0.859778423734512
s__Prevotella_copri_clade_G	BMI	BMI	-0.000482319119526198	0.00053052673240227	56	9	0.367474767440037	0.860381629414498
s__Bacteroides_cellulosilyticus	Gender	Male	-0.00988440125070218	0.0108740413905169	56	43	0.367548994320053	0.860381629414498
s__Roseburia_intestinalis	BMI	BMI	0.000508908859378734	0.000561889153912083	56	32	0.369266759738896	0.860938510676415
s__Bacteroides_sp_AF39_11AC	Disease	Psoriasis	-0.00269282764678634	0.00297335747223744	56	8	0.369297308526988	0.860938510676415
s__Blautia_faecicola	Gender	Male	1.87689644750247e-05	2.09116842953775e-05	56	7	0.373570493627999	0.86661731363085
s__Bacteroides_xylanisolvens	Disease	Psoriasis	-0.0105079347483277	0.0117185014483873	56	54	0.374013787988051	0.86661731363085
s__Faecalibacillus_faecis	BMI	BMI	6.60954149406649e-06	7.3573225199952e-06	56	6	0.373133420377693	0.86661731363085
s__Clostridium_symbiosum	Disease	Psoriasis	-0.000148138781067155	0.00016620212412613	56	24	0.376864908807784	0.869688251094886
s__Fusobacterium_mortiferum	Disease	Psoriasis	0.00886355370468097	0.00993852230829856	56	29	0.376588066914931	0.869688251094886
s__GGB6569_SGB9281	BMI	BMI	0.000753902386949554	0.000868284220557816	56	16	0.389237927894435	0.87092574776485
s__GGB1663_SGB2279	Gender	Male	0.000395265313177962	0.000447796357888452	56	11	0.381466321950645	0.87092574776485
s__GGB13493_SGB15238	Disease	Psoriasis	4.99133646203845e-05	5.7814428837728e-05	56	6	0.391916586494182	0.87092574776485
s__Coprococcus_catus	Disease	Psoriasis	-3.1799034693324e-05	3.63948394248686e-05	56	22	0.386285985805924	0.87092574776485
s__Ruminococcus_callidus	Disease	Psoriasis	-9.88764098208115e-05	0.000111567283579831	56	7	0.379563649257394	0.87092574776485
s__Megasphaera_hominis	Disease	Psoriasis	-0.000130722222978044	0.000149842015933981	56	8	0.387000594337302	0.87092574776485
s__Ruminococcus_sp_AF41_9	BMI	BMI	1.15124099186409e-05	1.33142912407861e-05	56	6	0.3911937392221	0.87092574776485
s__Bacteroides_finegoldii	Disease	Psoriasis	0.0044446787705492	0.00512493051077241	56	24	0.389780778481556	0.87092574776485
s__Streptococcus_salivarius	BMI	BMI	1.45949598210975e-05	1.67227634197068e-05	56	31	0.386806267755754	0.87092574776485
s__Dysosmobacter_sp_NSJ_60	BMI	BMI	-7.27891492351152e-05	8.20333566436193e-05	56	25	0.378996858615971	0.87092574776485
s__Anaerococcus_SGB53821	Disease	Psoriasis	-8.81646971169875e-05	0.000100809738436753	56	6	0.385831996506847	0.87092574776485
s__Ruminococcus_lactaris	BMI	BMI	-4.93397613866929e-05	5.67612445782787e-05	56	17	0.388704561856263	0.87092574776485
s__Streptococcus_parasanguinis	Gender	Male	-4.82451088770578e-05	5.53066811149831e-05	56	15	0.387044141668955	0.87092574776485
s__Butyricimonas_SGB15260	BMI	BMI	-0.000137189089807944	0.000155516557241038	56	14	0.381754902776112	0.87092574776485
s__Butyricimonas_paravirosa	Gender	Male	0.000349278014713692	0.000404051416832193	56	11	0.391316737002939	0.87092574776485
s__Faecalibacterium_SGB15346	Gender	Male	0.0022572324760491	0.00258238247163394	56	50	0.386088815752144	0.87092574776485
s__Desulfovibrio_SGB5076	BMI	BMI	0.00226503467407833	0.00259884808185336	56	22	0.387458391968611	0.87092574776485
s__Erysipelatoclostridium_ramosum	Gender	Male	-0.000126146436701409	0.000143627724305639	56	19	0.383828006207308	0.87092574776485
s__Clostridiales_bacterium_KLE1615	BMI	BMI	-7.62824202487009e-05	8.62055685755066e-05	56	39	0.380289653479035	0.87092574776485
s__Parabacteroides_bouchesdurhonensis	BMI	BMI	-1.76385930645039e-05	2.05283906633801e-05	56	8	0.394157851435515	0.874202238592387
s__Prevotella_copri_clade_A	Disease	Psoriasis	0.0583664951141797	0.0680447098088412	56	56	0.394957575993288	0.874275022587084
s__Christensenellaceae_bacterium_NSJ_63	BMI	BMI	-3.9287065391569e-06	4.58991957476552e-06	56	8	0.395956731517642	0.874788127771535
s__GGB2653_SGB3574	Gender	Male	1.16781875752204e-05	1.36759103886936e-05	56	7	0.397063904609959	0.875537429894301
s__Megasphaera_sp_NM10	Disease	Psoriasis	0.000162656236925858	0.000191209693238947	56	9	0.39885321075971	0.877785058428704
s__GGB9063_SGB13982	Disease	Psoriasis	-4.06033397510287e-05	4.84784913782423e-05	56	9	0.406114534716015	0.880172185506192
s__GGB9619_SGB15067	Gender	Male	-0.000149601566875912	0.000177036605922674	56	12	0.401964470436315	0.880172185506192
s__GGB9627_SGB15081	BMI	BMI	-9.41743249698922e-05	0.000111938772158487	56	12	0.404031035182789	0.880172185506192
s__Tyzzerella_nexilis	BMI	BMI	0.000107285803916748	0.000127106388128235	56	16	0.40250063088536	0.880172185506192
s__Prevotella_bivia	BMI	BMI	-3.42239068946877e-06	4.07503743171746e-06	56	7	0.404841408243823	0.880172185506192
s__Bacteroides_stercoris	Disease	Psoriasis	0.0167330259466499	0.0198652245262388	56	56	0.403462205534153	0.880172185506192
s__Anaerotruncus_colihominis	Disease	Psoriasis	9.24315023325966e-05	0.000109744783542632	56	19	0.403510470581621	0.880172185506192
s__Butyricimonas_faecihominis	Disease	Psoriasis	-0.000240882813419122	0.000287372675359539	56	8	0.405741202227661	0.880172185506192
s__GGB35068_SGB47850	Gender	Male	-1.06325632942405e-05	1.27502276555204e-05	56	7	0.408145229789609	0.882620967586001
s__Hungatella_hathewayi	Gender	Male	-0.000188927224930002	0.000227248577939826	56	30	0.409567098116662	0.882620967586001
s__Collinsella_SGB4121	Disease	Psoriasis	-3.44781904264404e-05	4.14510370392778e-05	56	23	0.409336017226796	0.882620967586001
s__Clostridium_SGB4750	Disease	Psoriasis	0.000436263883055717	0.000528413876396449	56	28	0.412797062399188	0.884565133712545
s__Odoribacter_sp_AF15_53	Disease	Psoriasis	-0.000187201134033641	0.000226570942329876	56	8	0.412445099414055	0.884565133712545
s__Ruminococcus_lactaris	Gender	Male	-0.000101516621535	0.000122696107552977	56	17	0.411801178022044	0.884565133712545
s__Clostridium_sp_AF34_13	Gender	Male	-0.000325577041376681	0.000396856660796803	56	8	0.415739037011841	0.888098160228731
s__Collinsella_SGB14861	Disease	Psoriasis	-3.60380106218909e-05	4.40138786169191e-05	56	12	0.416644393537669	0.888098160228731
s__Longicatena_caecimuris	BMI	BMI	2.40244939422392e-05	2.93503314795718e-05	56	8	0.416782908528396	0.888098160228731
s__GGB3345_SGB9340	Gender	Male	0.00185175225497872	0.00227977651756374	56	9	0.420350232350722	0.890704953308222
s__GGB33469_SGB15236	BMI	BMI	-9.33425194825012e-05	0.000114803483246066	56	11	0.419888841875679	0.890704953308222
s__Clostridium_sp_AF12_28	Gender	Male	0.000130688441075814	0.000160482169158899	56	15	0.419159042943334	0.890704953308222
s__GGB3109_SGB4119	Disease	Psoriasis	-8.52164991370937e-06	1.05623597495772e-05	56	10	0.423459905079403	0.891800385405533
s__Clostridium_fessum	BMI	BMI	-0.000238238625423998	0.000295634547302282	56	42	0.423996323587543	0.891800385405533
s__Dysosmobacter_sp_BX15	Disease	Psoriasis	-0.000544239610341288	0.000674367804405356	56	29	0.423321363549761	0.891800385405533
s__Alistipes_sp_D31t1_170403_E11	Disease	Psoriasis	-0.000740161974878049	0.00091507234531877	56	7	0.422283302897312	0.891800385405533
s__GGB9614_SGB15049	Disease	Psoriasis	-0.000170834463534686	0.000213249700189666	56	31	0.426718778500059	0.892586068789115
s__Lachnospira_eligens	Disease	Psoriasis	0.00167227601887695	0.00208322465855525	56	42	0.425782108732516	0.892586068789115
s__Anaerobutyricum_soehngenii	Gender	Male	3.89593284845721e-05	4.8620563789683e-05	56	14	0.426608278735894	0.892586068789115
s__Parasutterella_excrementihominis	Disease	Psoriasis	-0.000661275292046109	0.000829240666096233	56	31	0.428818068607868	0.895334428961482
s__Vescimonas_coprocola	Disease	Psoriasis	-0.000112998965017668	0.000142192832652442	56	26	0.430407083273604	0.89582468358767
s__Sutterella_wadsworthensis	Disease	Psoriasis	0.00222489843089771	0.00280104114460852	56	23	0.430624497022845	0.89582468358767
s__Bacteroides_uniformis	Gender	Male	-0.0135951159676888	0.0172692862068795	56	56	0.434713519001657	0.899407280693083
s__Faecalibacterium_prausnitzii	BMI	BMI	-0.00351150735329306	0.00445126064724272	56	56	0.433764639556384	0.899407280693083
s__Anaeromassilibacillus_sp_An250	Disease	Psoriasis	1.13442533619086e-05	1.43875773296405e-05	56	10	0.43399856513417	0.899407280693083
s__GGB42994_SGB4746	Disease	Psoriasis	-0.000137777824097947	0.000176208739512761	56	7	0.437818528464316	0.904190439219783
s__Rothia_mucilaginosa	Disease	Psoriasis	5.44696237157721e-06	6.97886925903659e-06	56	14	0.438639009209997	0.904246782096559
s__GGB3486_SGB4658	Disease	Psoriasis	-0.000623390342641989	0.000811768047424165	56	6	0.445995345928213	0.904688068252958
s__GGB2848_SGB3813	BMI	BMI	-2.71015961015683e-06	3.49862425135353e-06	56	9	0.442063060344769	0.904688068252958
s__Lacrimispora_amygdalina	BMI	BMI	-0.000299184689511141	0.00038887321270056	56	45	0.44515857640249	0.904688068252958
s__Megamonas_funiformis	Gender	Male	-0.00228464270019894	0.00297429007006629	56	26	0.445884067920687	0.904688068252958
s__Prevotella_marseillensis	Gender	Male	0.00421567387656212	0.00547913922274324	56	11	0.445134258752382	0.904688068252958
s__Neobittarella_massiliensis	BMI	BMI	-6.08714679771032e-07	7.90919376366948e-07	56	8	0.445002009321232	0.904688068252958
s__GGB9444_SGB14834	Disease	Psoriasis	-1.22314702443308e-05	1.57670289792826e-05	56	6	0.441403231282895	0.904688068252958
s__Lachnospiraceae_bacterium_BX3	Gender	Male	-0.00010605001340788	0.000136930145395832	56	10	0.442152831156222	0.904688068252958
s__Oscillospiraceae_bacterium_Marseille_Q3528	BMI	BMI	-6.27046974967128e-06	8.10382865625869e-06	56	14	0.442572637387774	0.904688068252958
s__GGB2998_SGB3988	Disease	Psoriasis	-9.74665232160398e-05	0.000129479584129477	56	15	0.454991014718812	0.908340935835685
s__GGB3486_SGB4658	Gender	Male	-0.000513078307539035	0.000822155227650088	56	6	0.535313253027994	0.908340935835685
s__GGB3486_SGB4658	BMI	BMI	-0.000228440332291584	0.000380342578820667	56	6	0.550703890123938	0.908340935835685
s__GGB3109_SGB4119	BMI	BMI	3.55212784648009e-06	4.94884611230169e-06	56	10	0.476112157874223	0.908340935835685
s__GGB2653_SGB3574	Disease	Psoriasis	8.48143850557085e-06	1.3503127754486e-05	56	7	0.532681459255289	0.908340935835685
s__GGB9342_SGB14306	BMI	BMI	0.000295784622621157	0.000470714193667664	56	7	0.532509274612507	0.908340935835685
s__GGB9342_SGB14306	Disease	Psoriasis	-0.000620038619397643	0.00100464886964077	56	7	0.539816100957688	0.908340935835685
s__GGB9760_SGB15373	Disease	Psoriasis	8.98990841299235e-05	0.00014812259598395	56	12	0.54654267537792	0.908340935835685
s__GGB9561_SGB14972	BMI	BMI	-5.38117727791661e-06	7.86152173016009e-06	56	9	0.496701834753593	0.908340935835685
s__GGB42994_SGB4746	BMI	BMI	5.77152051255029e-05	8.2560143392788e-05	56	7	0.487624334901693	0.908340935835685
s__GGB52130_SGB14966	Disease	Psoriasis	-1.60712642254944e-05	2.47143534576091e-05	56	14	0.518373829920929	0.908340935835685
s__GGB58158_SGB79798	Gender	Male	1.72841289946063e-05	2.73802838574647e-05	56	10	0.530634497280344	0.908340935835685
s__GGB58158_SGB79798	Disease	Psoriasis	1.8748837186172e-05	2.7034358984035e-05	56	10	0.491070386632203	0.908340935835685
s__GGB58485_SGB80143	Gender	Male	-1.15255653934426e-05	1.87507139301479e-05	56	9	0.541450851212218	0.908340935835685
s__GGB9758_SGB15368	BMI	BMI	0.000166848140195679	0.000233374601556272	56	11	0.477845606729395	0.908340935835685
s__GGB9524_SGB14924	Gender	Male	1.970732445735e-05	3.15289681973341e-05	56	10	0.534668685044748	0.908340935835685
s__GGB80011_SGB15267	Gender	Male	8.57680439613366e-05	0.000132426319830389	56	8	0.520050287461183	0.908340935835685
s__GGB80011_SGB15267	Disease	Psoriasis	7.85189923996669e-05	0.000130753234256676	56	8	0.550772971659477	0.908340935835685
s__GGB3746_SGB5089	Gender	Male	-0.00148340544434427	0.00250543367883395	56	47	0.556365878251475	0.908340935835685
s__GGB3746_SGB5089	BMI	BMI	-0.00080296172559397	0.00115905497456427	56	47	0.491534669723652	0.908340935835685
s__Dorea_longicatena	BMI	BMI	-5.55443947330018e-05	7.63384107276668e-05	56	41	0.470117480349054	0.908340935835685
s__GGB9062_SGB13981	Disease	Psoriasis	-2.22138014444619e-05	3.05572480764817e-05	56	10	0.47051254023737	0.908340935835685
s__GGB3345_SGB9340	Disease	Psoriasis	0.00156569042152435	0.00225097362394176	56	9	0.489800508420708	0.908340935835685
s__GGB9501_SGB14898	Gender	Male	-6.60144756033434e-06	9.11025370349018e-06	56	6	0.471934825835203	0.908340935835685
s__GGB9602_SGB15031	BMI	BMI	-0.000102520456316116	0.000151085561095945	56	8	0.500426211574611	0.908340935835685
s__GGB9602_SGB15031	Disease	Psoriasis	0.000219056625000967	0.0003224630576601	56	8	0.499945915709393	0.908340935835685
s__GGB9707_SGB15229	BMI	BMI	-0.000115014450131038	0.000179307165095294	56	13	0.524055445372013	0.908340935835685
s__GGB9635_SGB15106	Disease	Psoriasis	-0.00092616639428168	0.00151763079788136	56	9	0.544340176860209	0.908340935835685
s__GGB9627_SGB15081	Gender	Male	0.000150487233020888	0.000241968824506038	56	12	0.536706530004883	0.908340935835685
s__GGB1663_SGB2279	Disease	Psoriasis	0.000328721584823607	0.000442138859988458	56	11	0.460537021906903	0.908340935835685
s__GGB51269_SGB5062	BMI	BMI	-0.000794137138003616	0.00133908185992464	56	7	0.555721002094183	0.908340935835685
s__GGB9699_SGB15216	Gender	Male	0.000117008325596838	0.00019809318186908	56	24	0.55729807338874	0.908340935835685
s__GGB9614_SGB15049	Gender	Male	0.000138672790836481	0.000215978389839404	56	31	0.523649702776659	0.908340935835685
s__Blautia_glucerasea	BMI	BMI	-5.27163514190264e-05	7.49569149632302e-05	56	15	0.485012950787043	0.908340935835685
s__GGB13493_SGB15238	BMI	BMI	-1.79004898922947e-05	2.70881430070573e-05	56	6	0.511642479926297	0.908340935835685
s__Roseburia_hominis	Disease	Psoriasis	-0.000216614666087616	0.000350049645877845	56	36	0.538742227495979	0.908340935835685
s__Phocea_massiliensis	Gender	Male	2.95190063994522e-05	4.93309318647567e-05	56	31	0.552179166155305	0.908340935835685
s__GGB33928_SGB15225	Disease	Psoriasis	-5.11093648966617e-05	7.90568474649155e-05	56	15	0.52080618683878	0.908340935835685
s__Alistipes_SGB2300	Gender	Male	0.000114139741303219	0.000180685044870843	56	8	0.530346767513677	0.908340935835685
s__Alistipes_SGB2313	Gender	Male	0.0018774949792807	0.00296949552048074	56	6	0.529986907764413	0.908340935835685
s__Clostridium_fessum	Gender	Male	0.00044569963105679	0.000639048852463981	56	42	0.48863284603144	0.908340935835685
s__Coprococcus_comes	BMI	BMI	-4.89026620879627e-05	6.58936723026278e-05	56	30	0.461338663670603	0.908340935835685
s__Roseburia_sp_AM16_25	Gender	Male	-3.69889430494852e-05	5.66057255346492e-05	56	12	0.51634613909594	0.908340935835685
s__Alistipes_communis	BMI	BMI	-0.000191735170259663	0.000294689299871058	56	25	0.518146795056396	0.908340935835685
s__Prevotella_bivia	Disease	Psoriasis	6.55511781545746e-06	8.69738326269644e-06	56	7	0.454435549630822	0.908340935835685
s__Clostridium_sp_AM33_3	BMI	BMI	4.8225236603289e-05	7.17883552037758e-05	56	25	0.504704076090669	0.908340935835685
s__Clostridium_sp_AF34_13	BMI	BMI	0.000124799622671856	0.000183592441808149	56	8	0.499668673323998	0.908340935835685
s__Clostridium_sp_AF34_13	Disease	Psoriasis	-0.000284210821571834	0.000391842739433879	56	8	0.471508246013945	0.908340935835685
s__Bacteroides_clarus	Gender	Male	-0.000937449773474593	0.00127857417045312	56	15	0.466729487357996	0.908340935835685
s__Bacteroides_clarus	BMI	BMI	0.000432992716061082	0.00059148951542105	56	15	0.467432065064664	0.908340935835685
s__Ruminococcus_bromii	BMI	BMI	-0.000360634079633376	0.000580892065970317	56	32	0.537424599769212	0.908340935835685
s__Eubacterium_ventriosum	Disease	Psoriasis	-6.8912581543566e-05	0.000112359602641357	56	28	0.542337199278776	0.908340935835685
s__Alistipes_provencensis	Gender	Male	2.84188940877485e-05	4.06299712684669e-05	56	13	0.487384038922561	0.908340935835685
s__Clostridium_sp_AM49_4BH	Gender	Male	0.000653031868186455	0.00105637859022216	56	13	0.539155156424993	0.908340935835685
s__Alistipes_senegalensis	Gender	Male	0.000167925509927445	0.00026511031714052	56	10	0.529237272776929	0.908340935835685
s__Ruminococcus_SGB4421	Gender	Male	7.12750956236408e-05	0.000106844188648221	56	9	0.507661762187877	0.908340935835685
s__Victivallis_lenta	Gender	Male	-0.000760211427517139	0.00123067304675506	56	13	0.539455850946131	0.908340935835685
s__Victivallis_lenta	BMI	BMI	0.000342513841674178	0.000569329664941474	56	13	0.550048453498935	0.908340935835685
s__Victivallis_lenta	Disease	Psoriasis	-0.000761706647474045	0.00121512461708398	56	13	0.53349706817999	0.908340935835685
s__Clostridium_sp_AM22_11AC	Disease	Psoriasis	0.000644447343600634	0.000917501515391255	56	40	0.485566084672977	0.908340935835685
s__Veillonella_rogosae	Gender	Male	-1.10534593584381e-05	1.63826974962744e-05	56	12	0.502853197156173	0.908340935835685
s__Phocaeicola_vulgatus	BMI	BMI	0.0154733042504745	0.0235767000078058	56	56	0.514527229687879	0.908340935835685
s__Phocaeicola_plebeius	Gender	Male	0.0210604819686033	0.0311134407211999	56	56	0.501473821893697	0.908340935835685
s__Phocaeicola_plebeius	BMI	BMI	-0.010891910058849	0.014393591236668	56	56	0.452633008203663	0.908340935835685
s__Clostridium_sp_AF20_17LB	Gender	Male	-0.000465558407296965	0.000713967047121166	56	33	0.517226346539515	0.908340935835685
s__Coprobacter_secundus	Disease	Psoriasis	-8.97052639469894e-05	0.000148683497524938	56	9	0.548911700190815	0.908340935835685
s__Ruminococcus_sp_AF41_9	Disease	Psoriasis	-2.08034230318475e-05	2.84167926632943e-05	56	6	0.467405338165051	0.908340935835685
s__Bacteroides_sp_AF16_49	BMI	BMI	0.000202505560667367	0.00033569331884127	56	22	0.548967543363815	0.908340935835685
s__Bacteroides_salyersiae	Gender	Male	0.000291877964332347	0.000483367294803393	56	22	0.548573362906618	0.908340935835685
s__Bacteroides_finegoldii	Gender	Male	0.00387513094744529	0.00519050783551393	56	24	0.458679218661637	0.908340935835685
s__Victivallis_vadensis	Gender	Male	0.000264323559653209	0.000378289360852097	56	9	0.487831856925161	0.908340935835685
s__Gemmiger_SGB15295	BMI	BMI	0.000153336934074028	0.000210292107902773	56	9	0.469174440557509	0.908340935835685
s__Streptococcus_australis	Disease	Psoriasis	-4.40223110416567e-06	6.66503210469349e-06	56	7	0.511850674717655	0.908340935835685
s__Lachnospira_pectinoschiza	BMI	BMI	0.00108500572499159	0.00183569436281494	56	48	0.557040734865967	0.908340935835685
s__Lachnospira_pectinoschiza	Disease	Psoriasis	0.00254384229163861	0.00391793638564051	56	48	0.519014349838338	0.908340935835685
s__Ruminococcus_bicirculans	Disease	Psoriasis	-0.000488888894658918	0.000827936356491934	56	25	0.557419293721131	0.908340935835685
s__Dysosmobacter_welbionis	Disease	Psoriasis	0.000317414708380721	0.000431794352818498	56	44	0.465577384762836	0.908340935835685
s__Bacteroides_congonensis	Gender	Male	-0.00361417679744711	0.0056205602514709	56	12	0.523031562366283	0.908340935835685
s__Bacteroides_congonensis	Disease	Psoriasis	-0.00375804672632407	0.0055495496073258	56	12	0.501293145926483	0.908340935835685
s__Prevotella_marseillensis	BMI	BMI	-0.00152090553279967	0.00253474024321666	56	11	0.551096064744019	0.908340935835685
s__Prevotella_marseillensis	Disease	Psoriasis	0.003649545037275	0.00540991530410171	56	11	0.502916396657487	0.908340935835685
s__Anaerobutyricum_hallii	Disease	Psoriasis	-7.44504802321146e-05	9.81314308309062e-05	56	39	0.451468470499455	0.908340935835685
s__Dysosmobacter_sp_NSJ_60	Gender	Male	0.000131605202747321	0.000177324750795351	56	25	0.461323359632937	0.908340935835685
s__Prevotella_copri_clade_C	Gender	Male	0.0114984724988736	0.016341438661425	56	32	0.4847965776749	0.908340935835685
s__Prevotella_copri_clade_C	Disease	Psoriasis	0.0107714312715171	0.0161349795125703	56	32	0.507352145818608	0.908340935835685
