"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9200;s__GGB9200_SGB14139",18,1,0,18
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__GGB1379;s__GGB1379_SGB1880",18,1,0,18
"k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium_muris",18,1,0,18
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus_jeotgali",18,1,0,18
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gelidibacter;s__Gelidibacter_japonicus",18,1,0,18
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus_alkenifer",18,1,0,18
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium_lacus",18,1,0,18
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_fulvigenes",18,1,0,18
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_megalosphaeroides",18,1,0,18
"k__Bacteria;p__Firmicutes;c__CFGB2840;o__OFGB2840;f__FGB2840;g__GGB9094;s__GGB9094_SGB14025",2,1,0,2
"k__Bacteria;p__Candidatus_Melainabacteria;c__CFGB2107;o__OFGB2107;f__FGB2107;g__GGB13727;s__GGB13727_SGB8655",2,1,0,2
"k__Bacteria;p__Proteobacteria;c__CFGB2401;o__OFGB2401;f__FGB2401;g__GGB6586;s__GGB6586_SGB9311",8,1,0.142857142857143,8
"k__Bacteria;p__Verrucomicrobia;c__CFGB2164;o__OFGB2164;f__FGB2164;g__GGB6132;s__GGB6132_SGB8779",8,1,0.142857142857143,8
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__GGB6521;s__GGB6521_SGB9212",8,1,0.142857142857143,8
"k__Bacteria;p__Candidatus_Melainabacteria;c__CFGB2106;o__OFGB2106;f__FGB2106;g__GGB5980;s__GGB5980_SGB8599",8,1,0.142857142857143,8
"k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__GGB3328;s__GGB3328_SGB4406",7,0.888888888888889,0,7
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__GGB9536;s__GGB9536_SGB14939",8,1,0.142857142857143,8
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella;s__Duganella_SGB14003",8,1,0.142857142857143,8
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_unclassified;f__Clostridia_unclassified;g__Candidatus_Geddesella;s__Candidatus_Geddesella_stercoravicola",7,0.888888888888889,0,7
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__GGB1689;s__GGB1689_SGB2321",5,1,0,5
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__GGB51269;s__GGB51269_SGB5061",5,1,0,5
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__GGB9453;s__GGB9453_SGB14844",5,1,0,5
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium_disporicum",5,1,0,5
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Moraxella;s__Moraxella_osloensis",5,1,0,5
"k__Bacteria;p__Firmicutes;c__CFGB2950;o__OFGB2950;f__FGB2950;g__GGB9291;s__GGB9291_SGB14248",9,0.5,37.126502648095,9
"k__Bacteria;p__Firmicutes;c__CFGB58251;o__OFGB58251;f__FGB58251;g__GGB9762;s__GGB9762_SGB15377",8,0.494845360824742,28.0531693147617,8
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__GGB9076;s__GGB9076_SGB13999",8,0.494845360824742,28.0531693147617,8
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4723;s__GGB4723_SGB6541",7,1,0,7
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB4541;s__GGB4541_SGB6262",7,1,0,7
"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__GGB4247;s__GGB4247_SGB5745",7,1,0,7
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__GGB45432;s__GGB45432_SGB63101",7,1,0,7
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__Clostridium_hylemonae",7,1,0,7
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__GGB9082;s__GGB9082_SGB14007",7,1,0,7
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Gallalistipes;s__Gallalistipes_aquisgranensis",7,1,0,7
"k__Bacteria;p__Firmicutes;c__CFGB3040;o__OFGB3040;f__FGB3040;g__GGB9542;s__GGB9542_SGB14947",1,1,0,1
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter_bugandensis",2,0.75,2,2
"k__Bacteria;p__Firmicutes;c__CFGB76388;o__OFGB76388;f__FGB76388;g__GGB9186;s__GGB9186_SGB14125",2,0.571428571428571,0,2
"k__Bacteria;p__Actinobacteria;c__CFGB2801;o__OFGB2801;f__FGB2801;g__GGB8965;s__GGB8965_SGB13825",3,0.8,1,3
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_timonensis",3,0.8,3,3
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium_sp_An118",6,0.692307692307692,20,6
"k__Bacteria;p__Firmicutes;c__CFGB31455;o__OFGB31455;f__FGB31455;g__GGB4700;s__GGB4700_SGB6506",12,0.516129032258065,324.798953594176,12
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__GGB9603;s__GGB9603_SGB15035",7,0.48,73.7566666666667,7
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_sp_P4_51",4,0.363636363636364,0,4
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales_unclassified;g__Eubacteriales_unclassified;s__Clostridiales_bacterium_NSJ_40",3,0.428571428571429,16.2433333333333,3
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__Blautia_SGB4793",5,0.529411764705882,0,5
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_pseudoavium",5,0.529411764705882,0,5
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_aeruginosa",5,0.529411764705882,0,5
